# Rime user dictionary
#@/db_name	luna_pinyin.userdb.kct
#@/db_type	userdb
#@/rime_version	1.1.2
#@/tick	1407
#@/user_id	c35ff326-3a48-4b0a-bf55-c5625a9363c2
ai 	唉	c=1 d=1 t=55
shi 	是	c=14 d=2.64058 t=1287
shi 	時	c=4 d=1.11337 t=1046
shi bai 	失敗	c=0 d=0.1 t=493
shi bu shi 	是不是	c=1 d=0.208067 t=893
shi bu shi ke yi ren wei 	是不是可以認爲	c=1 d=1 t=894
shi he 	適合	c=1 d=1 t=1071
shi jian 	實踐	c=1 d=1.09003 t=136
shi jian 	時間	c=1 d=1 t=413
shi pin 	視頻	c=3 d=1.88407 t=690
shi pin ge shi 	視頻格式	c=1 d=1 t=629
shi pin xia zai 	視頻下載	c=1 d=1 t=80
shi qing 	事情	c=1 d=1 t=844
shi shen me 	是什麼	c=1 d=1 t=731
shi shi 	實時	c=1 d=1 t=498
shi shui 	是誰	c=0 d=0.1 t=67
shi tu 	視圖	c=1 d=1 t=78
shi yong 	使用	c=6 d=3.50073 t=1274
shi yong jiao cheng 	使用教程	c=1 d=1 t=745
shou 	手	c=1 d=1 t=103
shou cang jia 	收藏夾	c=5 d=3.96139 t=749
shou ce 	手冊	c=1 d=1 t=857
shou dong 	手動	c=2 d=1.21981 t=1122
shou ji 	手機	c=1 d=0.833689 t=1280
shou ji re dian 	手機熱點	c=1 d=1 t=1281
shou ji xia zai lu jing 	手機下載路徑	c=1 d=1 t=79
shou shi 	手勢	c=0 d=0.1 t=619
shou ye 	首頁	c=0 d=0.1 t=598
shu 	數	c=1 d=1 t=535
shu 	書	c=2 d=0.985112 t=1407
shu 	樹	c=1 d=1 t=382
shu biao 	鼠標	c=2 d=1.85142 t=683
shu biao shou shi 	鼠標手勢	c=2 d=1.79453 t=666
shu fu 	舒服	c=1 d=1 t=273
shu ji 	書籍	c=1 d=1 t=1309
shu qian 	書籤	c=2 d=1.75201 t=671
shu ru 	輸入	c=1 d=1.0802 t=886
shu ru fa 	輸入法	c=6 d=3.0748 t=971
shuang 	雙	c=1 d=0.790734 t=1035
shuang pin 	雙拼	c=1 d=1 t=486
shuang xi tong 	雙系統	c=1 d=1 t=1036
shui 	水	c=1 d=1 t=46
shun chang 	順暢	c=1 d=1 t=814
shuo 	說	c=2 d=1.75578 t=370
shuo ming 	說明	c=1 d=1 t=1407
shuo ming shu 	說明書	c=0 d=0.1 t=968
si hu 	似乎	c=1 d=1 t=246
si lian 	死鏈	c=1 d=1 t=750
si wei 	思維	c=0 d=0.1 t=644
si wei dao tu 	思維導圖	c=1 d=1 t=645
sou suo 	搜索	c=5 d=2.12088 t=1324
su du 	速度	c=3 d=1.66409 t=1225
suan fa 	算法	c=0 d=0.1 t=770
suan fa dao lun 	算法導論	c=1 d=1 t=771
sui 	隨	c=2 d=1.99005 t=1058
sui bian 	隨便	c=1 d=1 t=1033
sui zhe 	隨着	c=2 d=1.91851 t=292
suo 	所	c=1 d=1 t=150
suo wei de 	所謂的	c=0 d=0.1 t=694
suo wei de da ji 	所謂的打擊	c=1 d=1 t=695
suo yi 	所以	c=1 d=1 t=162
suo yin 	索引	c=1 d=1 t=466
ta 	它	c=2 d=1.31506 t=357
ta chu 	踏出	c=0 d=0.1 t=73
ta chu di yi bu bing bu rong yi 	踏出第一步並不容易	c=1 d=1 t=74
teng xun 	騰訊	c=0 d=0.1 t=934
teng xun yun 	騰訊雲	c=1 d=1 t=935
ti jiao 	提交	c=1 d=1 t=1006
ti li 	體力	c=2 d=1.92774 t=276
ti shi 	提示	c=2 d=1.98511 t=97
ti shi fu 	提示符	c=1 d=1 t=987
ti wo 	替我	c=0 d=0.1 t=110
ti wo men 	替我們	c=1 d=1 t=111
tian jia 	添加	c=3 d=2.06606 t=1021
tiao 	調	c=2 d=1.09255 t=1192
tiao guo 	跳過	c=1 d=1 t=805
tiao zhuan 	跳轉	c=1 d=1.00937 t=585
tong 	痛	c=1 d=1 t=44
tong chang 	通常	c=0 d=0.1 t=81
tong chang dou hui 	通常都會	c=1 d=1 t=82
tong ji 	統計	c=1 d=1 t=467
tong pei fu 	通配符	c=2 d=1.99005 t=998
tong yong 	通用	c=1 d=1 t=977
tu 	圖	c=0 d=0.1 t=644
tu biao 	圖標	c=1 d=1.0085 t=583
tu po 	突破	c=1 d=1 t=168
tui chu 	退出	c=1 d=1 t=655
tui jian 	推薦	c=1 d=1 t=500
tuo zhuai 	拖拽	c=3 d=2.71394 t=685
wan liu 	挽留	c=1 d=1 t=412
wang 	網	c=1 d=1 t=389
wang ka 	網卡	c=1 d=1 t=1180
wang luo 	網絡	c=3 d=2.71394 t=1240
wang luo lian jie 	網絡連接	c=1 d=1 t=1247
wang pan 	網盤	c=1 d=1 t=967
wang xian 	網線	c=1 d=1 t=1251
wang ye 	網頁	c=1 d=1 t=946
wei 	尾	c=1 d=1 t=239
wei 	未	c=1 d=1 t=254
wei 	爲	c=3 d=1.15066 t=1385
wei he 	爲何	c=0 d=0.1 t=69
wei shen me 	爲什麼	c=2 d=1.29147 t=664
wei shen me sheng huo 	爲什麼生活	c=1 d=1 t=393
wei yi 	唯一	c=0 d=0.1 t=344
wei yi de xing fu 	唯一的幸福	c=1 d=1 t=345
wei zhi 	位置	c=1 d=1 t=446
wen 	問	c=1 d=1 t=408
wen ben 	文本	c=1 d=1.05712 t=687
wen dang 	文檔	c=2 d=2.07284 t=865
wen ding 	穩定	c=0 d=0.1 t=1065
wen ding hao yong 	穩定好用	c=1 d=1 t=1066
wen jian 	文件	c=4 d=1.22842 t=1297
wen jian jia 	文件夾	c=2 d=1.1764 t=1215
wen jian pai xu 	文件排序	c=1 d=1 t=304
wen ti 	問題	c=2 d=1.43605 t=1371
wen tiao 	問調	c=1 d=1 t=891
weng 	翁	c=1 d=1 t=58
wo 	我	c=2 d=0.839457 t=1407
wo men 	我們	c=4 d=3.04406 t=410
wo men dui kai shi yi duan lv cheng 	我們對開始一段旅程	c=1 d=1 t=65
wo men zi ji 	我們自己	c=0 d=0.1 t=108
wu 	無	c=1 d=0.105169 t=1278
wu bi 	五筆	c=1 d=1 t=61
wu fa 	無法	c=2 d=1.09442 t=883
wu mi ma 	無密碼	c=1 d=1 t=1279
wu shuang 	無雙	c=0 d=0.1 t=972
wu xian 	無線	c=6 d=5.49795 t=1194
wu xiao 	無效	c=2 d=1.69073 t=567
xi 	喜	c=1 d=1 t=215
xi ao 	系奧	c=1 d=0.860708 t=1407
xi qi 	習氣	c=1 d=1 t=226
xi tong 	系統	c=9 d=2.96834 t=1326
xi wang 	希望	c=1 d=1 t=334
xi wen 	西文	c=1 d=1 t=900
xi you 	稀有	c=1 d=1 t=157
xi yue 	喜悅	c=2 d=1.93338 t=219
xi yue de cun zai 	喜悅的存在	c=1 d=1 t=220
xia 	下	c=4 d=2.23447 t=1221
xia biao 	下標	c=3 d=2.91683 t=461
xia yi hang 	下一行	c=1 d=1 t=910
xia zai 	下載	c=11 d=3.99837 t=1374
xian 	先	c=1 d=1 t=804
xian ka qu dong 	顯卡驅動	c=1 d=1 t=847
xian shi 	顯示	c=3 d=2.04191 t=981
xian shi cai dan 	顯示菜單	c=1 d=1 t=903
xian shi kong ge 	顯示空格	c=1 d=1 t=504
xian zai 	現在	c=3 d=1.01027 t=1283
xiang gang 	香港	c=1 d=1 t=638
xiang guan 	相關	c=1 d=1 t=1176
xiang ying 	相應	c=1 d=1 t=1269
xiao 	小	c=3 d=0.937067 t=1407
xiao guo 	效果	c=1 d=1 t=100
xiao hai 	小孩	c=2 d=1.97045 t=1347
xiao jing mo 	蕭井陌	c=2 d=1.01545 t=915
xiao lang hao 	小狼毫	c=7 d=2.06235 t=886
xiao lv 	效率	c=1 d=1 t=1075
xiao xue 	小學	c=3 d=2.91221 t=775
xin 	心	c=1 d=1 t=234
xin 	新	c=0 d=0.1 t=639
xin jian 	新建	c=2 d=1.41686 t=634
xin ling 	心靈	c=1 d=1 t=106
xing fu 	幸福	c=0 d=0.1 t=344
xing gan 	性感	c=1 d=0.947894 t=507
xiong 	胸	c=1 d=1 t=476
xiu fu 	修復	c=0 d=0.1 t=1162
xiu fu geng xin 	修復更新	c=1 d=1 t=1163
xiu gai 	修改	c=4 d=2.6811 t=1121
xiu xing 	修行	c=2 d=2.03506 t=121
xiu xing de di yi tian 	修行的第一天	c=1 d=1 t=75
xu duo 	許多	c=1 d=1 t=336
xu ni 	虛擬	c=1 d=1 t=873
xu ni huan jing 	虛擬環境	c=1 d=1 t=565
xu yao 	需要	c=2 d=1.24243 t=1338
xuan ze 	選擇	c=2 d=1.0835 t=1224
xuan ze bu tong mo shi 	選擇不同模式	c=1 d=1 t=914
xuan zhuan 	旋轉	c=1 d=1 t=77
xue 	學	c=1 d=1 t=1352
xue 	血	c=0 d=0.1 t=433
xue gao 	雪糕	c=0 d=0.1 t=651
xue qu 	學區	c=1 d=1 t=764
xue shan 	雪山	c=0 d=0.1 t=708
xue shan fei hu 	雪山飛狐	c=1 d=1 t=709
xue xi 	學習	c=1 d=1 t=1007
xue xiao 	學校	c=2 d=1.97531 t=779
xun lei 	迅雷	c=2 d=1.15882 t=1024
xun lian 	訓練	c=0 d=0.1 t=104
xun lian he jing hua 	訓練和淨化	c=1 d=1 t=105
ya chi 	牙齒	c=1 d=1 t=534
yan juan 	厭倦	c=1 d=1 t=86
yan lei 	眼淚	c=1 d=1 t=402
yan zi 	燕子	c=1 d=1 t=374
yang 	樣	c=1 d=1 t=926
yao 	要	c=5 d=1.08305 t=1390
yao qie huan 	要切換	c=1 d=1 t=895
yao wo men 	要我們	c=1 d=1 t=101
yao you 	要有	c=1 d=1 t=258
ye 	也	c=4 d=1.27184 t=1200
ye jiu shi 	也就是	c=1 d=1 t=196
ye ke neng hui che di hou hui 	也可能會徹底後悔	c=1 d=1 t=89
yi 	以	c=1 d=1 t=542
yi 	已	c=2 d=1.94649 t=1000
yi ceng 	一層	c=2 d=1.97045 t=437
yi dian 	一點	c=3 d=1.08246 t=1227
yi ding 	一定	c=1 d=1 t=259
yi ding dian 	一丁點	c=1 d=1 t=351
yi dong 	移動	c=0 d=0.1 t=514
yi duan 	一段	c=0 d=0.1 t=64
yi fang 	以防	c=1 d=1 t=1010
yi ge 	一個	c=2 d=0.843786 t=573
yi ge bian ji 	一個編輯	c=1 d=1 t=574
yi ge shen jiu zi ji shi shui 	一個深究自己是誰	c=1 d=1 t=68
yi ge shen ru zi wo lei xin de lv cheng 	一個深入自我累心的旅程	c=1 d=1 t=66
yi ge zi dian 	一個字典	c=1 d=1 t=465
yi hang 	一行	c=0 d=0.1 t=909
yi huo 	疑惑	c=1 d=1 t=88
yi jian 	一件	c=1 d=1 t=156
yi jing 	已經	c=2 d=1.15724 t=551
yi ke 	一刻	c=0 d=0.1 t=116
yi ke 	一顆	c=1 d=1 t=229
yi kuai 	一塊	c=2 d=1.26448 t=1087
yi sheng 	醫生	c=0 d=0.1 t=47
yi wang 	遺忘	c=1 d=1 t=1011
yi xia 	一下	c=1 d=1 t=321
yi xie 	一些	c=2 d=1.11192 t=1406
yi you 	已有	c=1 d=1 t=1325
yi zhi 	一直	c=1 d=1 t=1399
yi zhong 	一種	c=1 d=1 t=213
yin ci 	因此	c=1 d=1 t=219
yin qing 	引擎	c=1 d=1 t=733
yin wei 	因爲	c=2 d=1.00647 t=1259
ying pan 	硬盤	c=6 d=0.974733 t=1327
ying pan an zhuang 	硬盤安裝	c=1 d=1 t=1328
ying yin 	影音	c=1 d=1 t=659
ying yu 	英語	c=4 d=1.05719 t=1386
yong 	用	c=1 d=0.39671 t=1302
yong hu 	用戶	c=1 d=1 t=856
yong hu ming 	用戶名	c=1 d=1 t=986
yong yu 	用於	c=0 d=0.1 t=598
yong yu shou ye 	用於首頁	c=1 d=1 t=599
yong zhong wen 	用中文	c=1 d=1 t=1303
you 	又	c=1 d=1 t=404
you 	有	c=1 d=1 t=457
you bian 	右邊	c=1 d=1.09656 t=523
you bian chuang kou 	右邊窗口	c=1 d=1 t=517
you jian 	右鍵	c=1 d=1 t=876
you mei you 	有沒有	c=1 d=1 t=455
you sheng xiao 	幼昇小	c=1 d=1 t=1346
yu 	於	c=1 d=1 t=298
yu 	與	c=1 d=1 t=911
yu e 	餘額	c=1 d=1 t=753
yu lan 	預覽	c=1 d=1 t=589
yu ming 	域名	c=1 d=1 t=598
yu yan 	語言	c=3 d=1.44381 t=1382
yuan 	源	c=4 d=2.09937 t=1343
yuan lai ru ci 	原來如此	c=1 d=1 t=349
yuan yin 	原因	c=1 d=1 t=1263
yue yu 	越獄	c=1 d=1 t=477
yun 	雲	c=0 d=0.1 t=934
yun xing 	運行	c=2 d=1.10807 t=1172
zai 	再	c=3 d=1.03612 t=1217
zai 	在	c=2 d=1.0153 t=1388
zai xian 	在線	c=3 d=1.8354 t=1162
zai xian shi pin 	在線視頻	c=1 d=1 t=691
zan shi 	暫時	c=0 d=0.1 t=489
zan shi zhi kan dao 	暫時只看到	c=1 d=1 t=490
zen me yang 	怎麼樣	c=0 d=0.1 t=311
zen yang 	怎樣	c=2 d=1.50409 t=1184
zeng jia 	增加	c=1 d=1 t=1141
zeng qiang 	增強	c=1 d=1 t=279
zeng zhang 	增長	c=2 d=1.81873 t=295
zhan guo 	戰國	c=0 d=0.1 t=972
zhan guo wu shuang 	戰國無雙	c=1 d=1 t=973
zhang ai 	障礙	c=1 d=1 t=171
zhao pian 	照片	c=0 d=0.1 t=487
zhe 	着	c=1 d=1 t=102
zhe 	者	c=1 d=1 t=60
zhe fen 	這份	c=1 d=1 t=1257
zhe ge 	這個	c=1 d=1 t=1275
zhe shi 	這是	c=0 d=0.1 t=600
zhe shi zhu shi 	這是註釋	c=1 d=1 t=601
zhen 	真	c=1 d=0.159606 t=926
zhen gui 	珍貴	c=1 d=1 t=159
zhen qi guai 	真奇怪	c=1 d=1 t=927
zhen xi 	珍惜	c=1 d=1 t=208
zheng ge 	整個	c=1 d=1 t=792
zhi 	值	c=1 d=1 t=443
zhi 	只	c=1 d=1 t=1377
zhi bo 	直播	c=1 d=1 t=491
zhi chi 	支持	c=1 d=1.01444 t=1013
zhi dao 	知道	c=1 d=1 t=347
zhi guan 	直觀	c=1 d=1 t=942
zhi hou 	之後	c=1 d=1 t=1244
zhi hu 	知乎	c=3 d=1.09543 t=1315
zhi hui 	智慧	c=0 d=0.1 t=198
zhi hui de xi yue 	智慧的喜悅	c=1 d=1 t=199
zhi jie 	直接	c=7 d=2.23671 t=1392
zhi jie jing yan 	直接經驗	c=1 d=1 t=232
zhi kan dao 	只看到	c=0 d=0.1 t=489
zhi neng 	只能	c=1 d=1 t=424
zhi wai 	之外	c=0 d=0.1 t=108
zhi xin 	之心	c=4 d=3.85012 t=227
zhi zuo 	製作	c=1 d=1 t=795
zhong 	中	c=2 d=1.21014 t=555
zhong duan 	終端	c=3 d=1.94229 t=956
zhong guo 	中國	c=1 d=1 t=663
zhong ke 	中科	c=0 d=0.1 t=1228
zhong ke da 	中科大	c=2 d=1.56836 t=1342
zhong wen 	中文	c=7 d=1.412 t=1384
zhong wen lun tan 	中文論壇	c=1 d=1 t=1067
zhu 	住	c=1 d=1 t=297
zhu lan 	竹籃	c=1 d=1 t=425
zhu shi 	註釋	c=0 d=0.1 t=600
zhu ti 	主題	c=2 d=1.01666 t=1316
zhu ye 	主頁	c=2 d=1.99005 t=953
zhuang 	狀	c=1 d=1 t=47
zhuang tai 	狀態	c=2 d=1.01608 t=1044
zhui 	追	c=1 d=0.995012 t=1407
zhui qiu 	追求	c=1 d=1 t=154
zhuo mian 	桌面	c=2 d=1.86502 t=829
zi dian 	字典	c=1 d=0.23068 t=464
zi dong 	自動	c=4 d=1.95566 t=1237
zi dong bao cun 	自動保存	c=1 d=1 t=505
zi fu chuan 	字符串	c=1 d=1 t=441
zi ji 	自己	c=1 d=0.935174 t=115
zi ji qu shi jian 	自己去實踐	c=1 d=1 t=116
zi ji wei he 	自己爲何	c=1 d=1 t=70
zi ran 	自然	c=3 d=0.97531 t=1407
zi ran ma 	自然碼	c=5 d=2.79912 t=648
zi ti 	字體	c=6 d=2.17923 t=1397
zi wo 	自我	c=0 d=0.1 t=65
zong shi 	總是	c=2 d=1.05585 t=1252
zu zhi 	阻止	c=1 d=1 t=418
zui 	最	c=1 d=1 t=510
zui duo 	最多	c=1 d=1 t=1211
zui gao 	最高	c=1 d=1 t=186
zui hao 	最好	c=1 d=1 t=603
zui hao yong 	最好用	c=3 d=1.9417 t=923
zui hao yong de liu lan qi 	最好用的瀏覽器	c=1 d=1 t=632
zui kuai 	最快	c=1 d=1 t=1084
zuo 	做	c=4 d=1.21748 t=842
zuo 	坐	c=1 d=1 t=138
zuo ai 	做愛	c=9 d=3.31694 t=947
zuo bu cheng 	做不成	c=1 d=1 t=381
zuo cheng 	做成	c=1 d=1 t=577
